npi,name,billing_state,provider_type,entity_type,medicare_paid_2023,medicare_allowed_2023,services_2023,beneficiaries_2023,nppes_lookup_url
1205965126,Weatherhogg Katie,CO,Physical Medicine and Rehabilitation,I,84149.0,107685.88,7776,162,https://npiregistry.cms.hhs.gov/provider-view/1205965126
1013950344,Longs Drug Stores California Llc,CA,Mass Immunizer Roster Biller,O,84069.62,84069.62,3070,555,https://npiregistry.cms.hhs.gov/provider-view/1013950344
1710091509,Haves Bradley,FL,Podiatry,I,84060.79,105719.67,1501,392,https://npiregistry.cms.hhs.gov/provider-view/1710091509
1487657383,Kornetsky Kenneth,VA,Nephrology,I,84008.86,107431.25,804,351,https://npiregistry.cms.hhs.gov/provider-view/1487657383
1831331347,Singer Justin,MI,Neurosurgery,I,83792.2,105727.48,333,118,https://npiregistry.cms.hhs.gov/provider-view/1831331347
1447358114,Warner Andrew,MA,Gastroenterology,I,83740.03,97982.38,805,445,https://npiregistry.cms.hhs.gov/provider-view/1447358114
1730101668,Sreenivas Nanjappa,TX,Psychiatry,I,83734.15,113584.03,1090,173,https://npiregistry.cms.hhs.gov/provider-view/1730101668
1053942789,Hester Marcia,IA,Nurse Practitioner,I,83713.05,111060.07,1675,173,https://npiregistry.cms.hhs.gov/provider-view/1053942789
1215935507,Kassam Mohamed,GA,Family Practice,I,83670.98,114486.33,2739,198,https://npiregistry.cms.hhs.gov/provider-view/1215935507
1629070412,Adams Laurence,CO,Neurology,I,83521.85,110607.59,3715,51,https://npiregistry.cms.hhs.gov/provider-view/1629070412
1689781445,Davis Joseph,CA,General Surgery,I,83405.73,106144.81,617,245,https://npiregistry.cms.hhs.gov/provider-view/1689781445
1568668812,Rice John,NC,Physician Assistant,I,83349.39,99484.72,1172,74,https://npiregistry.cms.hhs.gov/provider-view/1568668812
1225106933,Donham Michael,AL,Family Practice,I,83234.71,109681.89,2278,233,https://npiregistry.cms.hhs.gov/provider-view/1225106933
1710047709,Tabrizchi Ali,MD,Interventional Cardiology,I,83229.62,136833.91,1211,427,https://npiregistry.cms.hhs.gov/provider-view/1710047709
1205082922,Amin Sejal,NY,Diagnostic Radiology,I,83209.77,97620.81,1247,342,https://npiregistry.cms.hhs.gov/provider-view/1205082922
1841348455,Whelan Meg,NC,Allergy/ Immunology,I,82958.0,108575.52,5350,111,https://npiregistry.cms.hhs.gov/provider-view/1841348455
1962805754,Muto Hitomi,FL,Occupational Therapist in Private Practice,I,82910.67,106167.68,4473,47,https://npiregistry.cms.hhs.gov/provider-view/1962805754
1720045909,Marchand Arturo,GA,Diagnostic Radiology,I,82847.46,101707.23,4019,2519,https://npiregistry.cms.hhs.gov/provider-view/1720045909
1144287749,Newman P,NY,Orthopedic Surgery,I,82797.33,108353.3,1130,303,https://npiregistry.cms.hhs.gov/provider-view/1144287749
1457574717,Longs Drug Stores California Llc,CA,Mass Immunizer Roster Biller,O,82726.12,82726.12,1852,458,https://npiregistry.cms.hhs.gov/provider-view/1457574717
1326595042,Grant Amber,KS,Nurse Practitioner,I,82719.94,97333.34,1569,369,https://npiregistry.cms.hhs.gov/provider-view/1326595042
1801090568,Mcallister Susan,MS,Family Practice,I,82582.88,119267.21,3515,403,https://npiregistry.cms.hhs.gov/provider-view/1801090568
1457396111,Johansson Jonas,PA,Anesthesiology,I,82501.75,103350.41,338,228,https://npiregistry.cms.hhs.gov/provider-view/1457396111
1780849430,Sharp Christopher,TN,Anesthesiology,I,82424.11,105208.35,2422,507,https://npiregistry.cms.hhs.gov/provider-view/1780849430
1417095340,Martin William,GA,Internal Medicine,I,82389.99,110293.31,2437,195,https://npiregistry.cms.hhs.gov/provider-view/1417095340
1457325177,Heavner Paul,MD,Optometry,I,82269.77,135465.53,1280,946,https://npiregistry.cms.hhs.gov/provider-view/1457325177
1437724093,Garfield Beach Cvs Llc,CA,Mass Immunizer Roster Biller,O,82219.21,82219.21,2454,458,https://npiregistry.cms.hhs.gov/provider-view/1437724093
1104003573,Stingl Daniel,FL,Ophthalmology,I,82196.99,122793.57,1048,304,https://npiregistry.cms.hhs.gov/provider-view/1104003573
1922232412,Schiller James,PA,Physical Therapist in Private Practice,I,82032.89,103105.47,3893,44,https://npiregistry.cms.hhs.gov/provider-view/1922232412
1225125818,Infinity Mri & Diagnostics Center Pearland Ii Lp,TX,Independent Diagnostic Testing Facility (IDTF),O,81923.76,107939.6,11024,492,https://npiregistry.cms.hhs.gov/provider-view/1225125818
1700825759,Publix Super Markets Inc,FL,Centralized Flu,O,81902.06,81902.06,1898,437,https://npiregistry.cms.hhs.gov/provider-view/1700825759
1386689388,Garfield Beach Cvs Llc,CA,Mass Immunizer Roster Biller,O,81870.67,81870.67,2365,494,https://npiregistry.cms.hhs.gov/provider-view/1386689388
1730792185,Wright Charlotte,NV,Nurse Practitioner,I,81781.94,108886.65,9915,696,https://npiregistry.cms.hhs.gov/provider-view/1730792185
1922006535,Mansour Alfred,LA,Interventional Radiology,I,81742.7,111463.72,4342,2901,https://npiregistry.cms.hhs.gov/provider-view/1922006535
1356685135,Shaw Heather,NC,Physician Assistant,I,81741.26,97009.9,1340,498,https://npiregistry.cms.hhs.gov/provider-view/1356685135
1790715365,Paramo Juan,FL,Hematology-Oncology,I,81738.52,107206.78,544,265,https://npiregistry.cms.hhs.gov/provider-view/1790715365
1629358064,Nebraska Cvs Pharmacy Llc,NE,Mass Immunizer Roster Biller,O,81725.75,81725.75,2183,430,https://npiregistry.cms.hhs.gov/provider-view/1629358064
1942212279,Harris Michael,CA,Endocrinology,I,81542.87,112422.78,1515,336,https://npiregistry.cms.hhs.gov/provider-view/1942212279
1124087135,Starodub Alexander,OH,Hematology-Oncology,I,81515.07,106080.11,917,219,https://npiregistry.cms.hhs.gov/provider-view/1124087135
1487644001,Daday Joseph,PA,Family Practice,I,81466.2,108777.9,975,377,https://npiregistry.cms.hhs.gov/provider-view/1487644001
1639273485,Pennsylvania Cvs Pharmacy L.L.C.,PA,Mass Immunizer Roster Biller,O,81446.79,81446.79,1687,408,https://npiregistry.cms.hhs.gov/provider-view/1639273485
1407802283,Sutton George,AL,Family Practice,I,81385.39,103079.01,1107,257,https://npiregistry.cms.hhs.gov/provider-view/1407802283
1306365689,Payton Wiera,OH,Nurse Practitioner,I,81356.33,102108.06,1306,203,https://npiregistry.cms.hhs.gov/provider-view/1306365689
1639193055,Bergmann Julie,CA,Physical Therapist in Private Practice,I,81353.37,105268.55,3501,95,https://npiregistry.cms.hhs.gov/provider-view/1639193055
1497385967,Cvs Albany Llc,NY,Mass Immunizer Roster Biller,O,81321.48,81321.48,1412,380,https://npiregistry.cms.hhs.gov/provider-view/1497385967
1477551109,Mcleod Wayne,AZ,Nurse Practitioner,I,81279.01,102323.31,388,65,https://npiregistry.cms.hhs.gov/provider-view/1477551109
1285975557,Garfield Beach Cvs Llc,CA,Mass Immunizer Roster Biller,O,81137.38,81137.38,2385,512,https://npiregistry.cms.hhs.gov/provider-view/1285975557
1235298357,Podwal Mark,NY,Dermatology,I,81118.79,112350.43,1128,395,https://npiregistry.cms.hhs.gov/provider-view/1235298357
1639118912,Beckes John,CA,Internal Medicine,I,81041.88,101988.94,803,154,https://npiregistry.cms.hhs.gov/provider-view/1639118912
1669563920,Bryant Damita,TN,Physical Medicine and Rehabilitation,I,81014.26,105366.76,13328,97,https://npiregistry.cms.hhs.gov/provider-view/1669563920
1902886310,Lokitus Mark,FL,Psychiatry,I,80986.08,105805.6,956,94,https://npiregistry.cms.hhs.gov/provider-view/1902886310
1740390012,Sadiq Syed,MD,Internal Medicine,I,80662.43,111860.38,1483,169,https://npiregistry.cms.hhs.gov/provider-view/1740390012
1710968755,Tozzi Shirly,MA,Internal Medicine,I,80591.63,99782.98,817,307,https://npiregistry.cms.hhs.gov/provider-view/1710968755
1013943877,Kestenberg William,MI,General Surgery,I,80265.74,113704.73,806,470,https://npiregistry.cms.hhs.gov/provider-view/1013943877
1316099195,Meadors Marshall,SC,Family Practice,I,80227.09,113004.61,3444,451,https://npiregistry.cms.hhs.gov/provider-view/1316099195
1831259340,Cannon Anthony,NJ,Endocrinology,I,80200.62,110378.2,995,290,https://npiregistry.cms.hhs.gov/provider-view/1831259340
1417443284,Maute Tucker,FL,Emergency Medicine,I,80187.07,103588.1,945,562,https://npiregistry.cms.hhs.gov/provider-view/1417443284
1902909369,Maryland Cvs Pharmacy Llc,MD,Mass Immunizer Roster Biller,O,80154.1,80154.1,1264,385,https://npiregistry.cms.hhs.gov/provider-view/1902909369
1528331881,"Bioreference Health, Llc",MD,Clinical Laboratory,O,80043.61,83381.79,2709,2498,https://npiregistry.cms.hhs.gov/provider-view/1528331881
1013959824,Longs Drug Stores California Llc,CA,Mass Immunizer Roster Biller,O,79982.67,79982.67,2144,465,https://npiregistry.cms.hhs.gov/provider-view/1013959824
1487321246,Longs Drug Stores California Llc,HI,Mass Immunizer Roster Biller,O,79887.66,79887.66,2214,422,https://npiregistry.cms.hhs.gov/provider-view/1487321246
1457339251,Tummillo Doris,SC,Internal Medicine,I,79741.96,107368.35,1113,555,https://npiregistry.cms.hhs.gov/provider-view/1457339251
1679657449,Nguyen James,CA,Podiatry,I,79647.82,107112.29,1119,156,https://npiregistry.cms.hhs.gov/provider-view/1679657449
1063566529,Mackay Alexander,WA,Neurosurgery,I,79546.46,100996.0,333,81,https://npiregistry.cms.hhs.gov/provider-view/1063566529
1912006222,Cvs 2948 Henderson Llc,NV,Mass Immunizer Roster Biller,O,79473.32,79473.32,1698,457,https://npiregistry.cms.hhs.gov/provider-view/1912006222
1265536932,"Virginia Cvs Pharmacy, L.L.C.",VA,Mass Immunizer Roster Biller,O,79432.45,79432.45,1365,377,https://npiregistry.cms.hhs.gov/provider-view/1265536932
1184629396,Truskin Glenn,PA,Podiatry,I,79324.45,106760.74,1324,135,https://npiregistry.cms.hhs.gov/provider-view/1184629396
1356342281,Herrbold Francis,GA,Cardiology,I,79157.37,99839.88,219,112,https://npiregistry.cms.hhs.gov/provider-view/1356342281
1720169162,Schwartzberg Bernard,NY,"Psychologist, Clinical",I,79002.54,100190.82,625,18,https://npiregistry.cms.hhs.gov/provider-view/1720169162
1770800757,Saligram Uma,TX,Neurology,I,78744.88,105333.44,1816,240,https://npiregistry.cms.hhs.gov/provider-view/1770800757
1063618031,"Garfield Beach Cvs, L.L.C.",CA,Mass Immunizer Roster Biller,O,78730.99,78730.99,2048,432,https://npiregistry.cms.hhs.gov/provider-view/1063618031
1801885918,Gibney Mary,MA,Dermatology,I,78680.03,114024.75,1373,675,https://npiregistry.cms.hhs.gov/provider-view/1801885918
1205858776,Fry Luther,KS,Ophthalmology,I,78617.96,108531.59,587,320,https://npiregistry.cms.hhs.gov/provider-view/1205858776
1932425063,Togawa Cynthia,CT,Internal Medicine,I,78443.67,96138.13,1036,213,https://npiregistry.cms.hhs.gov/provider-view/1932425063
1457455313,Holiday Cvs Llc,FL,Mass Immunizer Roster Biller,O,78442.73,78442.73,1870,470,https://npiregistry.cms.hhs.gov/provider-view/1457455313
1902896640,Rooney George,KY,Optometry,I,78183.69,116413.1,1320,523,https://npiregistry.cms.hhs.gov/provider-view/1902896640
1730283698,Holiday Cvs Llc,FL,Mass Immunizer Roster Biller,O,78077.68,78077.68,2472,486,https://npiregistry.cms.hhs.gov/provider-view/1730283698
1386758282,Austin William,NC,Gastroenterology,I,77817.02,99065.49,2701,182,https://npiregistry.cms.hhs.gov/provider-view/1386758282
1053067199,Tawiah Pius,NJ,Physical Therapist in Private Practice,I,77794.68,99347.08,3152,46,https://npiregistry.cms.hhs.gov/provider-view/1053067199
1740251016,Tanner Charles,LA,Urology,I,77674.14,103850.76,10663,326,https://npiregistry.cms.hhs.gov/provider-view/1740251016
1205889938,Rauck Richard,NC,Anesthesiology,I,77569.71,97138.66,1036,155,https://npiregistry.cms.hhs.gov/provider-view/1205889938
1528072121,Katz Howard,NY,Orthopedic Surgery,I,77366.71,98358.94,521,161,https://npiregistry.cms.hhs.gov/provider-view/1528072121
1083141485,Highland Park Cvs Llc,IL,Mass Immunizer Roster Biller,O,77327.22,77327.22,2134,447,https://npiregistry.cms.hhs.gov/provider-view/1083141485
1538166236,Marmo Frank,IL,Diagnostic Radiology,I,77310.76,103761.92,3885,1223,https://npiregistry.cms.hhs.gov/provider-view/1538166236
1861455065,Mckee David,MN,Neurology,I,77212.39,99789.92,709,201,https://npiregistry.cms.hhs.gov/provider-view/1861455065
1679884704,Shorten Scott,MO,Sleep Medicine,I,77077.86,105128.43,2285,411,https://npiregistry.cms.hhs.gov/provider-view/1679884704
1154072932,Maryland Cvs Pharmacy Llc,MD,Mass Immunizer Roster Biller,O,77025.8,77025.8,1382,366,https://npiregistry.cms.hhs.gov/provider-view/1154072932
1578566840,Crutchfield Charles,MN,Dermatology,I,76980.13,105908.84,1332,220,https://npiregistry.cms.hhs.gov/provider-view/1578566840
1568405306,Longs Drug Stores California Llc,CA,Mass Immunizer Roster Biller,O,76966.57,76966.57,1866,429,https://npiregistry.cms.hhs.gov/provider-view/1568405306
1912287145,Midlothian Apothecary Watkins Centre Inc,VA,Mass Immunizer Roster Biller,O,76963.47,76963.47,1117,416,https://npiregistry.cms.hhs.gov/provider-view/1912287145
1386633485,Cox Carter,LA,General Practice,I,76962.0,123644.58,1864,474,https://npiregistry.cms.hhs.gov/provider-view/1386633485
1053356055,Simmons Terry,KS,Family Practice,I,76887.86,100113.48,1277,309,https://npiregistry.cms.hhs.gov/provider-view/1053356055
1013928258,Keleher Michael,OH,Diagnostic Radiology,I,76757.82,96600.1,2122,1611,https://npiregistry.cms.hhs.gov/provider-view/1013928258
1093769465,Hirata Kirk,HI,Pathology,I,76745.54,99544.73,2022,631,https://npiregistry.cms.hhs.gov/provider-view/1093769465
1952412157,Mitrevski Predrag,CA,Internal Medicine,I,76705.88,112975.58,1360,368,https://npiregistry.cms.hhs.gov/provider-view/1952412157
1619192515,Bernstein Michael,NJ,Emergency Medicine,I,76683.91,95913.07,721,621,https://npiregistry.cms.hhs.gov/provider-view/1619192515
1568470904,Bucci Michael,SC,Neurosurgery,I,76603.15,98745.0,434,252,https://npiregistry.cms.hhs.gov/provider-view/1568470904
1821071267,Boler Michael,MS,Internal Medicine,I,76557.62,145087.74,2978,726,https://npiregistry.cms.hhs.gov/provider-view/1821071267
1164401055,Bukberg Philip,NY,Endocrinology,I,76543.98,100720.15,858,295,https://npiregistry.cms.hhs.gov/provider-view/1164401055
1447227830,Lay Kristopher,AL,Otolaryngology,I,76304.0,106713.52,1283,409,https://npiregistry.cms.hhs.gov/provider-view/1447227830
1003868654,Lintner Scott,IN,Orthopedic Surgery,I,76293.32,102201.3,1101,206,https://npiregistry.cms.hhs.gov/provider-view/1003868654
1598703449,Bright David,MD,Internal Medicine,I,76130.64,98725.36,917,333,https://npiregistry.cms.hhs.gov/provider-view/1598703449
1477556009,Martens Willi,TX,Family Practice,I,75961.95,97866.21,1027,212,https://npiregistry.cms.hhs.gov/provider-view/1477556009
1245348655,Kassels Michael,CA,Internal Medicine,I,75924.12,110445.48,962,176,https://npiregistry.cms.hhs.gov/provider-view/1245348655
1063641884,Beeson Clinton,OK,Emergency Medicine,I,75885.71,98434.44,2404,487,https://npiregistry.cms.hhs.gov/provider-view/1063641884
1447210893,Skibinski Bernard,VA,Physical Therapist in Private Practice,I,75745.26,98832.75,3297,68,https://npiregistry.cms.hhs.gov/provider-view/1447210893
1497794259,Willis Edward,MS,Otolaryngology,I,75735.23,103835.53,746,327,https://npiregistry.cms.hhs.gov/provider-view/1497794259
1336177740,Chernofsky Bruce,NY,Diagnostic Radiology,I,75712.88,101328.65,1813,1182,https://npiregistry.cms.hhs.gov/provider-view/1336177740
1487658746,Bruno Joseph,MI,Family Practice,I,75670.95,104848.96,1216,178,https://npiregistry.cms.hhs.gov/provider-view/1487658746
1184818932,Wetterer Natalia,FL,General Practice,I,75654.96,104202.83,1391,184,https://npiregistry.cms.hhs.gov/provider-view/1184818932
1790911436,"Highland Park Cvs, L.L.C.",IL,Mass Immunizer Roster Biller,O,75527.89,75527.89,1880,395,https://npiregistry.cms.hhs.gov/provider-view/1790911436
1588608137,Rhoton Charles,IN,Psychiatry,I,75451.21,108355.08,934,187,https://npiregistry.cms.hhs.gov/provider-view/1588608137
1134101785,Cherpak Richard,FL,Gastroenterology,I,75445.31,96163.76,773,404,https://npiregistry.cms.hhs.gov/provider-view/1134101785
1033199336,Pundy Andrew,IL,Psychiatry,I,75303.63,99610.05,1330,162,https://npiregistry.cms.hhs.gov/provider-view/1033199336
1376283481,"Maryland Cvs Pharmacy, L.L.C.",MD,Mass Immunizer Roster Biller,O,75292.0,75292.0,1090,422,https://npiregistry.cms.hhs.gov/provider-view/1376283481
1093787509,Roberson William,GA,Orthopedic Surgery,I,75205.95,100765.61,1294,270,https://npiregistry.cms.hhs.gov/provider-view/1093787509
1245333764,Virginia Cvs Pharmacy Llc,VA,Mass Immunizer Roster Biller,O,75187.84,75187.84,1915,456,https://npiregistry.cms.hhs.gov/provider-view/1245333764
1588757116,Tobey David,TX,Otolaryngology,I,74911.4,103571.37,1198,411,https://npiregistry.cms.hhs.gov/provider-view/1588757116
1568439172,Gold Rammy,WV,Neurosurgery,I,74686.83,95880.19,557,100,https://npiregistry.cms.hhs.gov/provider-view/1568439172
1518216597,Leonard Margaret,NV,Nurse Practitioner,I,74670.11,94169.39,1405,373,https://npiregistry.cms.hhs.gov/provider-view/1518216597
1386674703,Hamilton Thomas,KY,Family Practice,I,74451.58,102478.03,1507,306,https://npiregistry.cms.hhs.gov/provider-view/1386674703
1053308403,Gossar Richard,PA,Certified Registered Nurse Anesthetist (CRNA),I,74412.14,88776.51,776,749,https://npiregistry.cms.hhs.gov/provider-view/1053308403
1558442822,Kottinger Karen,NV,Physical Therapist in Private Practice,I,74329.97,96745.82,3840,106,https://npiregistry.cms.hhs.gov/provider-view/1558442822
1487932653,Korody Robert,NY,Physical Therapist in Private Practice,I,74203.48,93586.58,3558,55,https://npiregistry.cms.hhs.gov/provider-view/1487932653
1487835237,Case Graham,OR,Diagnostic Radiology,I,73961.46,110347.26,4644,2234,https://npiregistry.cms.hhs.gov/provider-view/1487835237
1790889541,Cvs Albany Llc,NY,Mass Immunizer Roster Biller,O,73955.38,73955.38,1670,419,https://npiregistry.cms.hhs.gov/provider-view/1790889541
1881217560,Cvs Pharmacy Inc,TX,Mass Immunizer Roster Biller,O,73921.34,73921.34,1627,386,https://npiregistry.cms.hhs.gov/provider-view/1881217560
1922018753,Postoak Darren,FL,Interventional Radiology,I,73861.27,94271.52,960,348,https://npiregistry.cms.hhs.gov/provider-view/1922018753
1154363349,Highland Park Cvs Llc,IL,Mass Immunizer Roster Biller,O,73787.78,73787.78,1501,363,https://npiregistry.cms.hhs.gov/provider-view/1154363349
1629007158,Liebenthal John,OH,Podiatry,I,73512.01,104847.17,1695,407,https://npiregistry.cms.hhs.gov/provider-view/1629007158
1801873435,Alvarez Alejandro,IL,Family Practice,I,73418.14,98883.35,1264,363,https://npiregistry.cms.hhs.gov/provider-view/1801873435
1295788669,Baldeck Mark,OK,Diagnostic Radiology,I,73395.07,95204.61,1713,1134,https://npiregistry.cms.hhs.gov/provider-view/1295788669
1255340527,Buckner David,TN,Internal Medicine,I,73348.51,92730.09,839,216,https://npiregistry.cms.hhs.gov/provider-view/1255340527
1750672028,Highland Park Cvs Llc,IL,Mass Immunizer Roster Biller,O,73227.12,73227.12,1564,367,https://npiregistry.cms.hhs.gov/provider-view/1750672028
1316203169,Davalos Eric,FL,Diagnostic Radiology,I,73145.19,93278.76,1710,1233,https://npiregistry.cms.hhs.gov/provider-view/1316203169
1790174191,Sarker Moumita,VA,Infectious Disease,I,73024.63,93548.39,958,300,https://npiregistry.cms.hhs.gov/provider-view/1790174191
1972602399,Mccarthy John,MA,Internal Medicine,I,73008.14,104865.96,1142,934,https://npiregistry.cms.hhs.gov/provider-view/1972602399
1699781757,Barnett Christopher,MI,Physical Therapist in Private Practice,I,72852.13,93893.14,3868,78,https://npiregistry.cms.hhs.gov/provider-view/1699781757
1972591014,Chordia Prakash,NY,Psychiatry,I,72840.72,95022.81,1472,426,https://npiregistry.cms.hhs.gov/provider-view/1972591014
1609851849,English Darrell,TX,Family Practice,I,72836.85,79891.35,4838,802,https://npiregistry.cms.hhs.gov/provider-view/1609851849
1922093962,Pinder Thomas,DC,Cardiology,I,72768.74,105948.61,1438,387,https://npiregistry.cms.hhs.gov/provider-view/1922093962
1528060316,Holling Karl,WA,Ophthalmology,I,72761.1,114651.58,1007,550,https://npiregistry.cms.hhs.gov/provider-view/1528060316
1881607877,Rawot Bonnie,TX,Infectious Disease,I,72760.9,91507.36,1514,149,https://npiregistry.cms.hhs.gov/provider-view/1881607877
1629154240,Kelly Anthony,CA,Physician Assistant,I,72462.62,106249.73,1412,212,https://npiregistry.cms.hhs.gov/provider-view/1629154240
1821018706,Ansohn John,TX,Family Practice,I,72279.78,91189.26,3655,130,https://npiregistry.cms.hhs.gov/provider-view/1821018706
1669542023,Durham Hugh,GA,Infectious Disease,I,72170.14,92647.22,1151,109,https://npiregistry.cms.hhs.gov/provider-view/1669542023
1245233667,Call David,AL,Internal Medicine,I,72128.25,101468.9,1542,341,https://npiregistry.cms.hhs.gov/provider-view/1245233667
1467583500,Rifino Joseph,NY,Physical Therapist in Private Practice,I,72076.78,92455.59,3215,99,https://npiregistry.cms.hhs.gov/provider-view/1467583500
1649385303,Knight Febie,SC,Physical Therapist in Private Practice,I,72056.71,94129.18,3727,89,https://npiregistry.cms.hhs.gov/provider-view/1649385303
1194854091,Driscoll Ian,GA,General Surgery,I,72041.11,90735.03,1008,51,https://npiregistry.cms.hhs.gov/provider-view/1194854091
1124196548,Revankar Varsha,MI,Internal Medicine,I,72005.32,91683.08,1203,260,https://npiregistry.cms.hhs.gov/provider-view/1124196548
1891729430,Cook Albert,GA,Neurology,I,71941.99,95360.82,5943,257,https://npiregistry.cms.hhs.gov/provider-view/1891729430
1083718910,"Georgia Cvs Pharmacy, L.L.C.",GA,Mass Immunizer Roster Biller,O,71828.36,71828.36,1758,398,https://npiregistry.cms.hhs.gov/provider-view/1083718910
1093832974,Garcia Jose,FL,Family Practice,I,71809.16,95168.08,5051,285,https://npiregistry.cms.hhs.gov/provider-view/1093832974
1376934026,Longs Drug Stores California Llc,HI,Mass Immunizer Roster Biller,O,71732.01,71732.01,2555,347,https://npiregistry.cms.hhs.gov/provider-view/1376934026
1225216096,Harker Dustin,KS,Neurology,I,71726.85,100944.52,3333,465,https://npiregistry.cms.hhs.gov/provider-view/1225216096
1891081808,Belanger Gabriel,ME,Urology,I,71665.42,92400.4,702,267,https://npiregistry.cms.hhs.gov/provider-view/1891081808
1578667416,"Highland Park Cvs, L.L.C.",IL,Mass Immunizer Roster Biller,O,71627.26,71627.26,1767,352,https://npiregistry.cms.hhs.gov/provider-view/1578667416
1720002967,Gorman James,NJ,Ophthalmology,I,71538.74,99286.25,720,191,https://npiregistry.cms.hhs.gov/provider-view/1720002967
1144236332,Ebling David,NY,Radiation Oncology,I,71501.28,93009.81,884,193,https://npiregistry.cms.hhs.gov/provider-view/1144236332
1013426949,Racine Hometown Pharmacy Llc,WI,Mass Immunizer Roster Biller,O,71498.71,71498.71,1120,328,https://npiregistry.cms.hhs.gov/provider-view/1013426949
1356453914,Patel Bipin,GA,Neurology,I,71420.36,96827.39,857,337,https://npiregistry.cms.hhs.gov/provider-view/1356453914
1225077217,Dye Robert,MA,Cardiology,I,71322.86,91142.16,737,84,https://npiregistry.cms.hhs.gov/provider-view/1225077217
1275540726,Taylor Charles,GA,Family Practice,I,71302.52,92634.67,1638,256,https://npiregistry.cms.hhs.gov/provider-view/1275540726
1306841424,Strickland William,TN,Neurology,I,71149.95,95719.25,815,329,https://npiregistry.cms.hhs.gov/provider-view/1306841424
1346293214,Pieters Philip,VA,Internal Medicine,I,71115.51,89716.65,934,274,https://npiregistry.cms.hhs.gov/provider-view/1346293214
1831170083,Pathak Sanjay,MA,Diagnostic Radiology,I,71069.98,81756.2,2340,1417,https://npiregistry.cms.hhs.gov/provider-view/1831170083
1487627246,Valenzuela David,NM,Family Practice,I,71045.69,96776.4,1454,111,https://npiregistry.cms.hhs.gov/provider-view/1487627246
1568489854,Wal-Mart Stores East Lp,MD,Mass Immunizer Roster Biller,O,71034.31,71034.31,1681,428,https://npiregistry.cms.hhs.gov/provider-view/1568489854
1720009194,Ferrara Neil,NY,Gastroenterology,I,70973.3,91837.24,442,273,https://npiregistry.cms.hhs.gov/provider-view/1720009194
1811942907,Hood Stefan,TX,Emergency Medicine,I,70963.03,91321.31,896,531,https://npiregistry.cms.hhs.gov/provider-view/1811942907
1457357733,Aronow Michael,CT,Orthopedic Surgery,I,70719.59,92346.3,1262,205,https://npiregistry.cms.hhs.gov/provider-view/1457357733
1033213913,Holiday Cvs Llc,FL,Mass Immunizer Roster Biller,O,70607.33,70607.33,2492,437,https://npiregistry.cms.hhs.gov/provider-view/1033213913
1477597789,Hy-Vee Inc,NE,Mass Immunizer Roster Biller,O,70511.46,70511.46,1280,367,https://npiregistry.cms.hhs.gov/provider-view/1477597789
1023597374,"Garfield Beach Cvs, L.L.C.",CA,Mass Immunizer Roster Biller,O,70501.89,70501.89,1637,355,https://npiregistry.cms.hhs.gov/provider-view/1023597374
1588762181,Gonzales Joel,CO,Orthopedic Surgery,I,70377.78,92867.82,3621,215,https://npiregistry.cms.hhs.gov/provider-view/1588762181
1952344541,Califf James,NC,Orthopedic Surgery,I,70299.95,93078.66,928,247,https://npiregistry.cms.hhs.gov/provider-view/1952344541
1275637159,Holiday Cvs Llc,FL,Mass Immunizer Roster Biller,O,70247.97,70247.97,1548,380,https://npiregistry.cms.hhs.gov/provider-view/1275637159
1134233836,Simmons Jerry,TX,Family Practice,I,70159.77,100337.25,1924,427,https://npiregistry.cms.hhs.gov/provider-view/1134233836
1013011840,Oklahoma Cvs Pharmacy Llc,OK,Mass Immunizer Roster Biller,O,70028.31,70028.31,1457,388,https://npiregistry.cms.hhs.gov/provider-view/1013011840
1326142225,"Connecticut Cvs Pharmacy, L.L.C.",CT,Mass Immunizer Roster Biller,O,70014.8,70014.8,1317,382,https://npiregistry.cms.hhs.gov/provider-view/1326142225
1841266236,Earnest Russell,DE,Certified Registered Nurse Anesthetist (CRNA),I,69925.72,87268.45,309,308,https://npiregistry.cms.hhs.gov/provider-view/1841266236
1427092279,Ipm Surgery Centers Llc,CA,Ambulatory Surgical Center,O,69924.44,90570.61,241,106,https://npiregistry.cms.hhs.gov/provider-view/1427092279
1275568313,Kobrin Sidney,PA,Nephrology,I,69919.99,92434.74,346,113,https://npiregistry.cms.hhs.gov/provider-view/1275568313
1568401610,Cochran Daniel,VA,Family Practice,I,69772.63,96805.76,1523,417,https://npiregistry.cms.hhs.gov/provider-view/1568401610
1467556944,Haluka Lance,GA,Optometry,I,69767.19,101952.39,1182,618,https://npiregistry.cms.hhs.gov/provider-view/1467556944
1275190993,Gudis Polyxeni,MA,Hospitalist,I,69704.62,87721.79,1025,331,https://npiregistry.cms.hhs.gov/provider-view/1275190993
1760463376,Lamptey-Mills Ishmael,GA,Hospitalist,I,69672.24,88136.69,932,366,https://npiregistry.cms.hhs.gov/provider-view/1760463376
1457666315,Ugwu Chukwuma,WI,Internal Medicine,I,69659.51,88885.71,1008,339,https://npiregistry.cms.hhs.gov/provider-view/1457666315
1073595716,Angeletti Cesar,GA,Pathology,I,69438.94,88715.39,2485,873,https://npiregistry.cms.hhs.gov/provider-view/1073595716
1093060725,Grand St Paul Cvs Llc,MN,Mass Immunizer Roster Biller,O,69419.56,69419.56,1684,369,https://npiregistry.cms.hhs.gov/provider-view/1093060725
